0.000000	408.621575
4.000000E-10	407.255404
8.000000E-10	408.576501
1.200000E-9	408.534447
1.600000E-9	405.983045
2.000000E-9	407.262078
2.400000E-9	407.260008
2.800000E-9	407.262078
3.200000E-9	405.983045
3.600000E-9	403.413300
4.000000E-9	404.509816
4.400000E-9	404.290701
4.800000E-9	404.290701
5.200000E-9	405.774607
5.600000E-9	407.252835
6.000000E-9	407.252835
6.400000E-9	408.621575
6.800000E-9	408.670010
7.200000E-9	410.073641
7.600000E-9	410.073641
8.000000E-9	410.179593
8.400000E-9	410.294025
8.800000E-9	410.179593
9.200000E-9	407.255404
9.600000E-9	407.255404
1.000000E-8	405.774607
1.040000E-8	407.252835
1.080000E-8	407.250057
1.120000E-8	408.722189
1.160000E-8	410.294025
1.200000E-8	413.047027
1.240000E-8	411.622120
1.280000E-8	412.837656
1.320000E-8	413.047027
1.360000E-8	414.730307
1.400000E-8	413.047027
1.440000E-8	411.793136
1.480000E-8	410.417980
1.520000E-8	410.417980
1.560000E-8	410.417980
1.600000E-8	412.179295
1.640000E-8	408.778571
1.680000E-8	408.778571
1.720000E-8	408.722189
1.760000E-8	408.722189
1.800000E-8	408.670010
1.840000E-8	408.670010
1.880000E-8	408.670010
1.920000E-8	409.975248
1.960000E-8	408.621575
2.000000E-8	407.255404
2.040000E-8	407.257789
2.080000E-8	402.973677
2.120000E-8	401.318953
2.160000E-8	402.423064
2.200000E-8	402.621411
2.240000E-8	403.889668
2.280000E-8	407.243769
2.320000E-8	408.839677
2.360000E-8	412.179295
2.400000E-8	412.179295
2.440000E-8	412.179295
2.480000E-8	412.179295
2.520000E-8	410.294025
2.560000E-8	408.778571
2.600000E-8	407.247045
2.640000E-8	405.644000
2.680000E-8	405.711946
2.720000E-8	402.621411
2.760000E-8	405.774607
2.800000E-8	405.832572
2.840000E-8	407.255404
2.880000E-8	407.257789
2.920000E-8	407.262078
2.960000E-8	409.798151
3.000000E-8	408.495117
3.040000E-8	408.458260
3.080000E-8	409.643188
3.120000E-8	408.534447
3.160000E-8	407.262078
3.200000E-8	405.983045
3.240000E-8	404.509816
3.280000E-8	404.607919
3.320000E-8	405.936384
3.360000E-8	405.886353
3.400000E-8	407.260008
3.440000E-8	408.534447
3.480000E-8	412.291983
3.520000E-8	414.729457
3.560000E-8	413.137466
3.600000E-8	414.496308
3.640000E-8	413.322010
3.680000E-8	409.718167
3.720000E-8	408.495117
3.760000E-8	407.265826
3.800000E-8	406.067536
3.840000E-8	407.265826
3.880000E-8	406.026668
3.920000E-8	406.026668
3.960000E-8	404.784953
4.000000E-8	406.026668
4.040000E-8	406.026668
4.080000E-8	407.262078
4.120000E-8	407.264013
4.160000E-8	407.260008
4.200000E-8	405.886353
4.240000E-8	407.257789
4.280000E-8	404.290701
4.320000E-8	401.076387
4.360000E-8	397.617282
4.400000E-8	397.196128
4.440000E-8	397.617282
4.480000E-8	398.005292
4.520000E-8	399.536460
4.560000E-8	404.034616
4.600000E-8	407.250057
4.640000E-8	408.778571
4.680000E-8	407.250057
4.720000E-8	405.832572
4.760000E-8	404.404358
4.800000E-8	405.832572
4.840000E-8	404.290701
4.880000E-8	402.973677
4.920000E-8	404.167836
4.960000E-8	402.804383
5.000000E-8	404.290701
5.040000E-8	404.167836
5.080000E-8	405.774607
5.120000E-8	405.832572
5.160000E-8	408.670010
5.200000E-8	410.179593
5.240000E-8	408.778571
5.280000E-8	408.778571
5.320000E-8	410.294025
5.360000E-8	410.417980
5.400000E-8	408.839677
5.440000E-8	408.839677
5.480000E-8	405.711946
5.520000E-8	405.644000
5.560000E-8	407.247045
5.600000E-8	407.247045
5.640000E-8	405.644000
5.680000E-8	404.290701
5.720000E-8	404.290701
5.760000E-8	404.509816
5.800000E-8	402.973677
5.840000E-8	402.973677
5.880000E-8	404.509816
5.920000E-8	404.404358
5.960000E-8	404.607919
6.000000E-8	404.404358
6.040000E-8	402.804383
6.080000E-8	402.973677
6.120000E-8	402.621411
6.160000E-8	404.404358
6.200000E-8	404.290701
6.240000E-8	402.804383
6.280000E-8	405.832572
6.320000E-8	405.886353
6.360000E-8	407.260008
6.400000E-8	409.798151
6.440000E-8	405.983045
6.480000E-8	405.983045
6.520000E-8	404.784953
6.560000E-8	403.540780
6.600000E-8	402.126838
6.640000E-8	402.126838
6.680000E-8	400.842167
6.720000E-8	400.842167
6.760000E-8	400.842167
6.800000E-8	403.413300
6.840000E-8	402.126838
6.880000E-8	403.413300
6.920000E-8	404.784953
6.960000E-8	404.699415
7.000000E-8	405.936384
7.040000E-8	408.534447
7.080000E-8	408.576501
7.120000E-8	408.670010
7.160000E-8	408.670010
7.200000E-8	407.255404
7.240000E-8	405.832572
7.280000E-8	404.404358
7.320000E-8	401.543470
7.360000E-8	403.130785
7.400000E-8	400.375777
7.440000E-8	403.276956
7.480000E-8	404.699415
7.520000E-8	403.413300
7.560000E-8	404.607919
7.600000E-8	403.276956
7.640000E-8	404.509816
7.680000E-8	405.936384
7.720000E-8	405.886353
7.760000E-8	405.832572
7.800000E-8	407.252835
7.840000E-8	407.250057
7.880000E-8	405.774607
7.920000E-8	404.167836
7.960000E-8	404.290701
8.000000E-8	404.404358
8.040000E-8	402.973677
8.080000E-8	402.973677
8.120000E-8	404.290701
8.160000E-8	404.290701
8.200000E-8	405.832572
8.240000E-8	405.832572
8.280000E-8	405.886353
8.320000E-8	403.276956
8.360000E-8	401.945864
8.400000E-8	401.945864
8.440000E-8	402.126838
8.480000E-8	401.945864
8.520000E-8	403.276956
8.560000E-8	404.607919
8.600000E-8	406.026668
8.640000E-8	407.262078
8.680000E-8	407.262078
8.720000E-8	407.262078
8.760000E-8	405.936384
8.800000E-8	405.936384
8.840000E-8	405.983045
8.880000E-8	406.026668
8.920000E-8	404.784953
8.960000E-8	403.772362
9.000000E-8	403.772362
9.040000E-8	401.435704
9.080000E-8	402.743738
